CODE;DESCRIPTION
"EV015563";"Door frame mounting"
"EV015564";"HE"
"EV015565";"Fuse holder connector"
"EV015566";"Individual main circuit breaker with whip"
"EV015567";"Joint cone"
"EV015568";"Floor blanking plate"
"EV015570";"8/9 mm"
"EV015571";"8/9/8 mm"
"EV015572";"8/10 mm"
"EV015573";"8/10/8 mm"
"EV015574";"Switch board/external protection 2 directions"
"EV015575";"Switch board/external protection 3 directions"
"EV015576";"Switch board/internal protection"
"EV015577";"Glass front 90°"
"EV015578";"Glass front 135°"
"EV015579";"Glass front 180°"
"EV015580";"Sealing to wall"
"EV015581";"Sealing to floor"
"EV015585";"1A"
"EV015586";"4A"
"EV015587";"5A"
"EV015588";"6A"
"EV015589";"7A"
"EV015590";"8A"
"EV015591";"9A"
"EV015592";"Exxx"
"EV015595";"Half-cylinder"
"EV015599";"Knob cylinder"
"EV015605";"Cam lock cylinder"
"EV015611";"Double locking nose"
"EV015612";"Four-fold locking nose"
"EV015613";"Pinion"
"EV015614";"Conventional key"
"EV015615";"Reversible key"
"EV015616";"Activ transponder technology"
"EV015617";"Passiv transponder technology"
"EV015618";"VdS A"
"EV015619";"VdS B"
"EV015620";"VdS EMA"
"EV015621";"VdS C"
"EV015623";"Glass door"
"EV015624";"Aluminium framed door"
"EV015625";"Top-running mounting"
"EV015626";"Bottom-running mounting"
"EV015627";"Door leaf running inside the cabinet"
"EV015628";"Door leaf running in front of the cabinet"
"EV015629";"Door leaf guided inside and in front of the cabinet"
"EV015630";"Door leaf front-flush"
"EV015631";"With bar"
"EV015634";"Push down of door handle"
"EV015635";"Push down of rod handle"
"EV015636";"Push of pushbar/touchbar"
"EV015637";"Turning to the side of espagnolette bolt"
"EV015638";"Turning to the side of door guard"
"EV015639";"Funk-reed-contact"
"EV015640";"Profile half-cylinder"
"EV015641";"Prepared for profile half-cylinder"
"EV015643";"Wall and ceiling"
"EV015645";"DisplayPort (DP)"
"EV015646";"Mini DisplayPort (MiniDP)"
"EV015655";"Support plate"
"EV015656";"Edge-fixing hanger"
"EV015657";"Angled support plate"
"EV015659";"WC/Bath"
"EV015664";"Parallel/telescopic"
"EV015665";"Synchronous/symmetrical"
"EV015666";"Parallel synchronous"
"EV015667";"-"
"EV015668";"Deadbolt"
"EV015669";"Latch and deadbolt"
"EV015670";"To set in concrete"
"EV015677";"8/8 mm"
"EV015678";"10/10 mm"
"EV015679";"12/12 mm"
"EV015680";"13/13 mm"
"EV015681";"14/14 mm"
"EV015682";"16/16 mm"
"EV015683";"18/18 mm"
"EV015684";"25/10 mm"
"EV015685";"20/10 mm"
"EV015686";"Console tube"
"EV015694";"CEE 7/1 unearthed socket"
"EV015695";"Single discharge blow through device"
"EV015696";"Dual discharge blow through device"
"EV015697";"Single discharge draw through"
"EV015698";"Round plug (CEE 7/2)"
"EV015699";"Window handle side"
"EV015700";"Window hinge side"
"EV015701";"Window handle- and window hinge side"
"EV015702";"Window door handle"
"EV015709";"Locking automatic"
"EV015710";"Folding bracket"
"EV015719";"Outside escutcheon"
"EV015720";"Armor plate"
"EV015721";"Lock case connection plate"
"EV015722";"Lock body support"
"EV015723";"Blocking bracket module"
"EV015724";"Wall strike plate"
"EV015725";"DX (direct expansion)"
"EV015727";"R717 (NH3)"
"EV015728";"R744 (CO2)"
"EV015729";"Cu/Cu"
"EV015730";"Cu/Al"
"EV015731";"Cu/Al-Vinyl"
"EV015732";"Hot water"
"EV015733";"Electrical and hot gas"
"EV015734";"Lead acid and lithium-ions"
"EV015735";"Stainless steel/Aluminium"
"EV015736";"Mortice lock"
"EV015737";"Furniture lock"
"EV015738";"Different locking"
"EV015739";"Identical locking"
"EV015745";"Class 6"
"EV015747";"Flat material, inwards angled"
"EV015748";"Flat material, outwards angled"
"EV015750";"Straight bar"
"EV015751";"Bulged bar"
"EV015752";"Handlebar"
"EV015759";"NMEA 2000"
"EV015760";"CAN (Controller Area Network)"
"EV015761";"Long backplate (&gt;200 mm), round"
"EV015762";"Short backplate (&lt;=200 mm), angular"
"EV015763";"Short backplate (&lt;=200 mm), round"
"EV015769";"Door handle and key escutcheon, angular"
"EV015770";"Door handle and key escutcheon, round"
"EV015771";"Door handle and key escutcheon, oval"
"EV015772";"Long backplate (&gt;200 mm), angular"
"EV015782";"Planar"
"EV015787";"Bush with internal thread"
"EV015789";"Floor spring"
"EV015790";"Overhead door closer"
"EV015795";"Link arm"
"EV015796";"Closing unit"
"EV015798";"Virtual"
"EV015799";"Router"
"EV015800";"Firewall"
"EV015802";"Network switch"
"EV015803";"Video conferencing"
"EV015804";"IP Video surveillance"
"EV015805";"VPN"
"EV015806";"Threat defence"
"EV015807";"Upgrade"
"EV015813";"Unlockable"
"EV015821";"Sliding door"
"EV015822";"Room door"
"EV015823";"Front door and room door"
"EV015824";"Outer flap"
"EV015825";"Inner flap"
"EV015826";"Outer- and inner flap"
"EV015827";"Outer flap, shaft, inner flap"
"EV015833";"Secondary closing edge, hinge side"
"EV015834";"Secondary closing edge, opposite hinge side"
"EV015835";"Main closing edge"
"EV015839";"Clipped"
"EV015840";"Ball control valve"
"EV015841";"With top flange according to ISO 5211"
"EV015842";"With central screw in spindle"
"EV015843";"Pressure boosting amplifier"
"EV015844";"Mat binder"
"EV015856";"/"
"EV015857";"Magnet operation"
"EV015858";"Microchip"
"EV015864";"Women/Men"
"EV015865";"Wheelchair user"
"EV015866";"Smoking ban"
"EV015867";"Nappy-changing room"
"EV015868";"Arrow"
"EV015869";"Contour"
"EV015870";"Door leaf and floor"
"EV015871";"Door leaf and wall"
"EV015873";"Free actuation"
"EV015874";"Doctor"
"EV015875";"Fish"
"EV015876";"Female head"
"EV015877";"French handle"
"EV015878";"Georgian"
"EV015879";"Lyre"
"EV015880";"Horse"
"EV015881";"Lion"
"EV015882";"Bird"
"EV015883";"At knocker"
"EV015885";"Security latch"
"EV015886";"Sports hall fitting"
"EV015894";"QR111"
"EV015895";"Radius latch"
"EV015896";"Weak model"
"EV015897";"Standard model"
"EV015898";"Strengthen model"
"EV015902";"U-shaped striking plate"
"EV015916";"Yellow chromium plated"
"EV015926";"Stone socket"
"EV015929";"To immure"
"EV015932";"Point holder"
"EV015933";"Clamping device"
"EV015935";"Water/glycol"
"EV015936";"Condensing"
"EV015937";"Gas cooler"
"EV015938";"Liquid cooler"
"EV015939";"Pressing collar"
"EV015940";"1:40"
"EV015941";"1:60"
"EV015942";"1:100"
"EV015943";"Grade 1 (max 100 Mbps)"
"EV015944";"Grade 2 (max 1 Gbps)"
"EV015945";"Grade 2 TV (max 1 Gbps, SAT/DVB-T transmission)"
"EV015946";"Grade 3 (max 10 Gbps, DVB-T transmission)"
"EV015947";"Grade 3 TV (max 10 Gbps, SAT/DVB-T transmission)"
"EV015949";"Fibre optic and ADSL/VDSL"
"EV015950";"Copper internal ending device"
"EV015951";"Optic internal ending device"
"EV015952";"Individual electrical connection cabinet"
"EV015953";"Low voltage emerging connection cabinet"
"EV015954";"Cat-7 certification set"
"EV015955";"Cat-8 (draft) certification set"
"EV015956";"SFP"
"EV015957";"SFP+"
"EV015958";"QSFP"
"EV015959";"LC/PC"
"EV015963";"Multi gigabit"
"EV015964";"H.264"
"EV015965";"H.265"
"EV015966";"H.323"
"EV015967";"SIP"
"EV015971";"Perpetual"
"EV015972";"Subscription"
"EV015973";"g"
"EV015974";"Paint"
"EV015975";"Opaque stain"
"EV015976";"Stain"
"EV015979";"80/130 mm"
"EV015980";"110/160 mm"
"EV015996";"Milliken"
"EV015998";"DIP-switches"
"EV015999";"Operating software or DIP switches"
"EV016000";"TH/BE"
"EV016001";"BE/HE"
"EV016002";"TH/U"
"EV016003";"Welding with open flame"
"EV016005";"Cast iron GG 15 (GJL-150)"
"EV016007";"E 120"
"EV016008";"Free match"
"EV016009";"Straight match"
"EV016010";"Offset match"
"EV016011";"Scroll compressor"
"EV016012";"Piston compressor"
"EV016013";"Screw compressor"
"EV016014";"Rotary compressor"
"EV016015";"Centrifugal compressor"
"EV016016";"Open compressor"
"EV016017";"Semi hermetic compressor"
"EV016018";"Hermetic compressor"
"EV016019";"Refrigerant circuit"
"EV016020";"Secondary water circuit"
"EV016022";"Electronically commutated (EC)"
"EV016028";"250"
"EV016029";"160/250 mm"
"EV016030";"125/200 mm"
"EV016031";"Pressing jaw"
"EV016032";"Tap water circuit"
"EV016041";"1.4307"
"EV016042";"1.4306"
"EV016043";"1.4311"
"EV016044";"1.4301"
"EV016045";"1.4948"
"EV016046";"1.4404"
"EV016047";"1.4401"
"EV016048";"1.4406"
"EV016049";"1.4432"
"EV016050";"1.4435"
"EV016051";"1.4436"
"EV016052";"1.4571"
"EV016053";"1.4429"
"EV016058";"Nail gun fastening"
"EV016059";"Plier stapler"
"EV016060";"Stapler"
"EV016062";"Cap nut"
"EV016064";"Castle nut"
"EV016066";"External square"
"EV016067";"Flowmaker"
"EV016069";"Gear-driven"
"EV016070";"Adhesive tape"
"EV016071";"1x2"
"EV016072";"1x3"
"EV016073";"1x6"
"EV016074";"1x8"
"EV016075";"1x16"
"EV016076";"1x32"
"EV016077";"1x64"
"EV016078";"Splice cassette"
"EV016079";"LC/APC"
"EV016080";"LC/UPC"
"EV016081";"SC/APC"
"EV016082";"SC/UPC"
"EV016083";"Open end"
"EV016084";"Clamp connection"
"EV016085";"Wood oil"
"EV016086";"Eggshell"
"EV016087";"Semi-gloss"
"EV016093";"Push rod"
"EV016094";"Factory made Phenol Foam (PF) according to EN 13166"
"EV016095";"Factory made Cellular Glass (CG) according to EN 13167"
"EV016096";"Factory made wood wool (WW) according to EN 13168"
"EV016097";"Factory made Perlite (EPB) according to EN 13169"
"EV016098";"Push bar"
"EV016099";"Single door"
"EV016100";"Double-point locking"
"EV016101";"Internally/externally"
"EV016102";"R600a"
"EV016103";"R422d"
"EV016104";"Europrofile"
"EV016105";"Left/bottom"
"EV016106";"Right/bottom"
"EV016108";"Phenol-resorcinol-formaldehyde (PRF)"
"EV016109";"Melamine-urea-formaldehyde (MUF)"
"EV016111";"Copper impregnated"
"EV016112";"Heavy metal free"
"EV016113";"Lithium Iron Phosphate (LFP)"
"EV016115";"Single curved"
"EV016117";"Soft-close damper"
"EV016118";"Double curved"
"EV016120";"Ridge tile"
"EV016125";"Ridge connector sloped"
"EV016131";"Under tile"
"EV016133";"Mono tile"
"EV016134";"Ventilation tile"
"EV016135";"Mansard tile"
"EV016137";"1008"
"EV016139";"Volume part"
"EV016140";"Throttle"
"EV016143";"Internal thread cylindrical BSPT-Rp (ISO 7-1 / EN 10226-1)"
"EV016144";"Pipe feed-through"
"EV016146";"Synthetic oil (KNAN)"
"EV016147";"Mineral oil (ONAN)"
"EV016148";"Yyn0"
"EV016149";"Y(N)yn0"
"EV016150";"Dyn11"
"EV016151";"Dyn5"
"EV016152";"Dyn11yn11"
"EV016153";"Dyn11d0"
"EV016154";"Dyn11-Dd0"
"EV016155";"YNd11"
"EV016156";"YNd5"
"EV016158";"+2/-4 x 2.5 %"
"EV016159";"+/- 2 x 2.5 %"
"EV016160";"Leakage indication"
"EV016161";"Taperlock bush"
"EV016162";"SPA"
"EV016163";"SPB"
"EV016164";"SPC"
"EV016165";"SPZ"
"EV016166";"3V/9N"
"EV016167";"5V/15N"
"EV016168";"8V/25N"
"EV016169";"AX/X13"
"EV016171";"XPZ"
"EV016172";"XPA"
"EV016173";"XPC"
"EV016174";"ZX/X10"
"EV016175";"Y/6"
"EV016176";"Z/10"
"EV016177";"A/13"
"EV016178";"B/17"
"EV016179";"C/22"
"EV016180";"BX/X17"
"EV016181";"CX/X22"
"EV016182";"D/32"
"EV016183";"E/40"
"EV016184";"XPB"
"EV016185";"1108"
"EV016186";"1210"
"EV016187";"1610"
"EV016188";"1615"
"EV016189";"2012"
"EV016190";"2517"
"EV016191";"3020"
"EV016192";"3030"
"EV016193";"3525"
"EV016194";"4040"
"EV016195";"4545"
"EV016196";"5050"
"EV016197";"3535"
"EV016198";"4030"
"EV016199";"4535"
"EV016200";"5040"
"EV016201";"Distributor mounting bracket"
"EV016202";"E30 - E60"
"EV016203";"E30 - E90"
"EV016205";"+/- 5 %"
"EV016206";"Tile oil"
"EV016207";"Grout cleanser"
"EV016208";"Grout cleaning tool"
"EV016209";"Levelling clip"
"EV016210";"Orange/white"
"EV016211";"Radio transmitter"
"EV016212";"Emulsion polymer isocyanate (EPI)"
"EV016213";"150/160 mm"
"EV016214";"Variable beam angle"
"EV016215";"Danish standard (earthing pin)"
"EV016219";"Colours and numbers"
"EV016220";"Lithium Nickel Manganese Cobalt (NMC)"
"EV016222";"Laminates"
"EV016223";"Tappet for caliper face spanner"
"EV016224";"9B"
"EV016225";"8B"
"EV016226";"7B"
"EV016227";"6B"
"EV016228";"5B"
"EV016229";"4B"
"EV016230";"3B"
"EV016231";"2B"
"EV016232";"2H"
"EV016233";"3H"
"EV016234";"4H"
"EV016235";"5H"
"EV016236";"6H"
"EV016237";"7H"
"EV016238";"8H"
"EV016239";"9H"
"EV016240";"Very soft"
"EV016241";"Very hard"
"EV016242";"Extreme hard"
"EV016245";"Mechanical with strength booster"
"EV016246";"Mechanical without strength booster"
"EV016247";"Mechanical-hydraulic"
"EV016251";"Fresh spray"
"EV016252";"Impregnating spray"
"EV016253";"Shoe polish"
"EV016254";"Belt"
"EV016255";"Spiked shoe"
"EV016256";"Leather grease"
"EV016257";"Shoe sponge"
"EV016260";"Scarf"
"EV016261";"Neckerchief"
"EV016262";"Buckle"
"EV016263";"Hard wax"
"EV016264";"Wood cement"
"EV016265";"Soft wax"
"EV016266";"Wood stain"
"EV016267";"Armouring tape"
"EV016269";"Titanium + magnesium"
"EV016270";"23"
"EV016271";"IR-A"
"EV016272";"IR-B"
"EV016273";"IR-C"
"EV016274";"Combined thermo- and hygrometer"
"EV016275";"Single lock (electronic)"
"EV016276";"Double lock (electronic lock and key)"
"EV016277";"Double lock (electronic lock and knob)"
"EV016278";"Double lock (electronic lock on both sides)"
"EV016279";"Hammer wedge"
"EV016280";"4K UHD"
"EV016281";"8K UHD"
"EV016283";"Pipe cleaning drill"
"EV016286";"Terminal profile"
"EV016287";"Lock"
"EV016289";"Refrigeration dryer"
"EV016290";"Adsorption dryer"
"EV016291";"Membrane dryer"
"EV016292";"Foil eraser"
"EV016293";"Jarrah"
"EV016294";"1-rod"
"EV016295";"2-rod"
"EV016296";"3-rod"
"EV016297";"4-rod"
"EV016298";"Pattern"
"EV016299";"Elm"
"EV016300";"Slate/stone"
"EV016302";"Dark"
"EV016303";"Medium/half dark"
"EV016304";"31"
"EV016307";"Rustic stone"
"EV016308";"Stone structure"
"EV016309";"Wood structure"
"EV016310";"Hard wax oil"
"EV016311";"Throughflow with straight branches"
"EV016312";"Throughflow with angled branches"
"EV016313";"Not throughflow with straight branches"
"EV016314";"Not throughflow with angled branches"
"EV016315";"K1-10"
"EV016316";"K2-10"
"EV016317";"K2-30"
"EV016318";"K2-60"
"EV016319";"EN 520 Gypsum plasterboard - lined with cardboard"
"EV016320";"EN 15283-1 Gypsum with fibrous reinforcement"
"EV016321";"EN 15283-2 Fleece reinforced plaster board"
"EV016322";"Hub"
"EV016323";"Work table"
"EV016324";"Two sides"
"EV016325";"Four sides"
"EV016326";"PE-100 RC"
"EV016327";"Stainless steel 304 (1.4307)"
"EV016328";"Stainless steel 316 L (1.4432)"
"EV016329";"Busbar adapter"
"EV016331";"MS-Polymer"
"EV016332";"Refractory grout"
"EV016336";"Spongeable"
"EV016337";"Washable"
"EV016338";"Extra washable"
"EV016339";"Headlocked"
"EV016340";"Head- and sidelocked"
"EV016342";"Grid foil"
"EV016343";"Pipe mounting rail"
"EV016344";"Measuring point marking"
"EV016347";"Pipe guide wall clamp"
"EV016348";"Hot cutting device"
"EV016350";"Reverse alternate length"
"EV016351";"Scrubbable"
"EV016352";"Extra scrubbable"
"EV016353";"Straight/straight"
"EV016354";"Straight/angled"
"EV016355";"Angled/angled"
"EV016356";"92/200"
"EV016357";"94/35"
"EV016358";"73.5/20"
"EV016360";"Roof tile plate"
"EV016361";"Cup dispenser"
"EV016362";"Drum tongs"
"EV016363";"Rainwater pipe"
"EV016364";"Corbel unit"
"EV016365";"Lintel"
"EV016367";"Flue adapter"
"EV016368";"Fireback"
"EV016369";"Throat restrictor"
"EV016370";"Firebrick"
"EV016372";"Windscreen cleaner"
"EV016373";"Brake fluid"
"EV016374";"Cooling liquid"
"EV016379";"IP4X"
"EV016380";"IP5X"
"EV016381";"IP6X"
"EV016382";"Fireplace grate"
"EV016383";"Fireplace baffle"
"EV016384";"Ash pan"
"EV016385";"Angled pipe"
"EV016386";"Furniture carrying strap"
"EV016387";"Hose carrying strap"
"EV016388";"Pocket alarm"
"EV016389";"Complete hose"
"EV016390";"Joint piece"
"EV016391";"Refill"
"EV016392";"Tap connector"
"EV016393";"Hose connector"
"EV016396";"Part with main air duct"
"EV016397";"Part with branches air duct"
"EV016398";"Expanded polypropylene (EPP)"
"EV016399";"150/180 mm"
"EV016400";"100/125 mm"
"EV016401";"125/150/160/180 mm"
"EV016402";"Varnish"
"EV016403";"Impregnation"
"EV016404";"Completely matt"
"EV016405";"Silicon emulsion"
"EV016406";"Silicate"
"EV016407";"Liquid and propellant"
"EV016408";"Ex ic"
"EV016409";"Insert-/duct end"
"EV016410";"Expanded polyethylene (EPE)"
"EV016411";"Semi solid (B)"
"EV016412";"Hollow (H)"
"EV016413";"Sinter (single)"
"EV016414";"LN"
"EV016415";"EH"
"EV016416";"ES"
"EV016417";"AH"
"EV016418";"AS"
"EV016419";"AB"
"EV016420";"KH"
"EV016421";"Special hollow (N)"
"EV016422";"OD"
"EV016423";"HFD"
"EV016424";"SD"
"EV016425";"SFD"
"EV016426";"Sinter (double)"
"EV016427";"Special solid (AR)"
"EV016428";"Solid (R)"
"EV016429";"Hollow (NS)"
"EV016430";"Semi solid (PLP)"
"EV016431";"Hollow (PL)"
"EV016432";"White base"
"EV016434";"A base (white)"
"EV016436";"B base (white)"
"EV016437";"C base (neutral)"
"EV016445";"Deep grey base (coloured)"
"EV016446";"Light grey base (coloured)"
"EV016447";"Medium grey base (coloured)"
"EV016448";"Dark grey base (coloured)"
"EV016449";"Yellow base (coloured)"
"EV016452";"Bright yellow base (coloured)"
"EV016453";"Golden yellow base (coloured)"
"EV016454";"Yellow orange base (coloured)"
"EV016455";"Orange base (coloured)"
"EV016457";"Ochre base (coloured)"
"EV016458";"Oxide yellow base (coloured)"
"EV016459";"Oxid red base (coloured)"
"EV016461";"Red base (coloured)"
"EV016462";"Bordeaux base (coloured)"
"EV016463";"Green base (coloured)"
"EV016464";"Bright red base (coloured)"
"EV016471";"Clear base (neutral)"
"EV016473";"Mixed colour"
"EV016475";"Uninsulated duct"
"EV016476";"Internally insulated duct"
"EV016477";"Externally insulated duct"
"EV016478";"Hard foam duct (full insulation)"
"EV016479";"Double-walled duct"
"EV016480";"Connector M10"
"EV016481";"M42 x 2.0"
"EV016482";"M50 x 2.0"
"EV016483";"100/180 mm"
"EV016484";"130/250 mm"
"EV016485";"CuZn39Pb3 (CW617N)"
"EV016486";"CuSn4Zn2PS"
"EV016487";"0.001 mg/l"
"EV016488";"0.01 mg/l"
"EV016489";"0.1 mg/l"
"EV016490";"0.001 µS/cm"
"EV016491";"0.01 µS/cm"
"EV016492";"0.1 µS/cm"
"EV016493";"1 µS/cm"
"EV016498";"0.001"
"EV016501";"mm/s"
"EV016502";"Inch/s"
"EV016503";"mm/s and inch/s"
"EV016504";"Wing support"
"EV016505";"Silicon bronze"
"EV016518";"E220 (1.0215)"
"EV016520";"CuZn21Si3P (CC768S)"
"EV016521";"CuZn21Si3P (CW724R)"
"EV016522";"CuZn40Pb2 (CW617N)"
"EV016523";"CuZn36Pb-C (CC7770S)"
"EV016524";"CuSi4Zn4MnP-C"
"EV016525";"CuSi4Zn9MnP-C"
"EV016526";"CuSi4Zn4MnP"
"EV016527";"CuSi4Zn9MnP"
"EV016528";"PP-M"
"EV016531";"Sliding sleeve"
"EV016533";"Eccentrically rectangular"
"EV016534";"UC 1"
"EV016535";"UC 2"
"EV016536";"UC 3"
"EV016537";"UC 4"
"EV016538";"UC 5"
"EV016539";"IPX2D"
"EV016540";"Cross cabinet hinge"
"EV016541";"Stainless steel (1.4405)"
"EV016551";"DN 13"
"EV016557";"DN 26"
"EV016560";"m/s²"
"EV016561";"ft/s²"
"EV016562";"m/s² and g"
"EV016563";"µm"
"EV016564";"Mils"
"EV016565";"µm and mils"
"EV016610";"Mushroom tappet"
"EV016612";"Keystone"
"EV016613";"Universal D-flange"
"EV016616";"Three-dimensional"
"EV016624";"PNR"
"EV016630";"3xblack / 1xblue"
"EV016631";"3xblack / 1xblue / 1xgreen/yellow"
"EV016632";"3xblack"
"EV016640";"Lockable"
"EV016647";"Decorative groove"
"EV016652";"Parquet/laminate flooring"
"EV016653";"Carpet/PVC-flooring"
"EV016655";"EN 343"
"EV016658";"Permanent"
"EV016659";"Temporary"
"EV016660";"Globe valve"
"EV016672";"Level"
"EV016676";"Integrated compressor"
"EV016677";"Manual/compressed air"
"EV016692";"Immersion tube/duct"
"EV016694";"Eyelet"
"EV016699";"Credit card"
"EV016700";"Visiting card"
"EV016701";"Shackle lock"
"EV016702";"Folding lock"
"EV016703";"Chain lock"
"EV016704";"Cable lock"
"EV016705";"Frame lock"
"EV016706";"NDIR"
"EV016707";"Capacitive polymer sensor"
"EV016711";"Exchangeable optic"
"EV016714";"Ni1000 TK5000"
"EV016725";"NTC, 1.8K"
"EV016726";"NTC, 10K"
"EV016727";"NTC, 5K"
"EV016728";"NTC, 20K"
"EV016729";"Weight fork"
"EV016730";"Hook for spring scale"
"EV016731";"Clamp for spring scale"
"EV016732";"Drag indicator"
"EV016733";"Bird weighing cone"
"EV016734";"Disc brush"
"EV016735";"Cylinder brush"
"EV016736";"CNC-controlled"
"EV016737";"Cycle controlled"
"EV016740";"Level controlled"
"EV016741";"Time controlled"
"EV016745";"IPX5B"
"EV016746";"IP00B"
"EV016756";"Ram protection wall"
"EV016757";"Pillar protection"
"EV016758";"U-ram protection"
"EV016762";"Case ground shelf"
"EV016763";"Screw shelf"
"EV016764";"Plug shelf"
"EV016765";"Pallets shelf"
"EV016766";"Cantilever shelf"
"EV016767";"Wide span shelf"
"EV016770";"Round pipe"
"EV016771";"Trapezoidal profile"
"EV016772";"Square profile"
"EV016775";"Pointed nozzle"
"EV016776";"Superstructure post"
"EV016777";"Corner post"
"EV016778";"End post"
"EV016779";"Middle post"
"EV016780";"T-post"
"EV016784";"Additional cooler"
"EV016787";"Craneable"
"EV016788";"Can be handled by forklift"
"EV016789";"Can be handled by forklift/crane"
"EV016794";"In the distributor"
"EV016795";"In the air outlet"
"EV016797";"Blasting hose"
"EV016799";"Brushes motor"
"EV016801";"EC-motor"
"EV016805";"DIN A4/DIN A3 across"
"EV016806";"DIN A5/DIN A4 across"
"EV016807";"Dodecagonal"
"EV016815";"EPDM/APTK"
"EV016816";"EPDM/PP"
"EV016817";"SEBS"
"EV016818";"Acrylic paint"
"EV016822";"P-tappet"
"EV016823";"Placket tappet"
"EV016824";"V-tappet"
"EV016825";"Constant"
"EV016830";"Gap exhaust tappet"
"EV016831";"Furniture rack"
"EV016832";"Table frame"
